time	cosine_lexical_tok2	cosine_lexical_tok3	condition_info	cosine_lexical_lem3	cosine_syntax_penn_tok3	cosine_syntax_penn_tok2	cosine_syntax_penn_lex2	cosine_syntax_penn_lex3	cosine_semanticL	partner_direction	cosine_lexical_lem2
18	0.0	0.0	41_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.996124503956	0>1.0	0.0
19	0.0	0.0	41_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998141407611	1>0.0	0.0
0	0.207535927128	0.0439480840289	16_2-1-2.txt	0.0428352936878	0.0	0.0	0.0	0.0	0.999763256343	0>1.0	0.228698614759
1	0.113753938798	0.0265653214181	16_2-1-2.txt	0.0265653214181	0.0	0.0	0.0	0.0	0.999462669363	1>0.0	0.113753938798
2	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998066771862	0>1.0	0.0
3	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998747404442	1>0.0	0.0
4	0.201007563052	0.0635000635001	16_2-1-2.txt	0.0635000635001	0.0	0.0	0.0	0.0	0.999878859689	0>1.0	0.201007563052
5	0.136082763488	0.0374502943137	16_2-1-2.txt	0.0374502943137	0.0	0.0	0.0	0.0	0.999652036399	1>0.0	0.136082763488
6	0.0506369683542	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999782904388	0>1.0	0.0506369683542
7	0.0234403615469	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999882313812	1>0.0	0.0234403615469
8	0.079681907289	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.99989681035	0>1.0	0.0954504435402
9	0.207613699634	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999463747932	1>0.0	0.278543007266
10	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998755494994	0>1.0	0.0
11	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999519916445	1>0.0	0.0
12	0.584348709791	0.310252613997	16_2-1-2.txt	0.310252613997	0.0	0.0	0.0	0.0	0.999830565382	0>1.0	0.584348709791
13	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999462201665	1>0.0	0.0
14	0.285714285714	0.166666666667	16_2-1-2.txt	0.333333333333	0.0	0.0	0.0	0.0	0.999619485931	0>1.0	0.428571428571
15	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999625012072	1>0.0	0.0
16	0.163299316186	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999113328708	0>1.0	0.163299316186
17	0.0408248290464	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999793298889	1>0.0	0.0612372435696
18	0.110096376513	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999581213094	0>1.0	0.110096376513
19	0.0884315376571	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999858900644	1>0.0	0.0884315376571
20	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.99582460129	0>1.0	0.0
21	0.288675134595	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999099043303	1>0.0	0.288675134595
22	0.0	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999369256766	0>1.0	0.109108945118
23	0.101469257886	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999684745377	1>0.0	0.125709113789
24	0.0497569914781	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999771116952	0>1.0	0.0493146983335
25	0.0558822992289	0.0	16_2-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999201653596	1>0.0	0.0931371653815
0	0.0	0.0	9_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.992749644863	1>0.0	0.0
1	0.0	0.0	9_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998796634825	0>1.0	0.0
2	0.0676481425203	0.0360594569735	9_1-0-3.txt	0.0354482354612	0.0	0.0	0.0	0.0	0.998444077117	1>0.0	0.115470053838
3	0.0486312454001	0.0	9_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998630238713	0>1.0	0.0785674201318
4	0.0923424700934	0.0197104131996	9_1-0-3.txt	0.0197104131996	0.0	0.0	0.0	0.0	0.999262456228	1>0.0	0.0975900072949
0	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999485800566	0>1.0	0.0
1	0.176825747703	0.0300964632714	23_2-1-3.txt	0.0300964632714	0.0	0.0	0.0	0.0	0.999922155684	1>0.0	0.213143956169
2	0.286595960597	0.102062072616	23_2-1-3.txt	0.102062072616	0.0	0.0	0.0	0.0	0.999867529791	0>1.0	0.296831530619
3	0.0505230958495	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999948044842	1>0.0	0.0795007133358
4	0.0253166810589	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999919698073	0>1.0	0.0485865798107
5	0.214984853873	0.0989541391991	23_2-1-3.txt	0.0989541391991	0.0	0.0	0.0	0.0	0.999893298495	1>0.0	0.209761769634
6	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999085257328	0>1.0	0.0642824346533
7	0.0275240941282	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998681405581	1>0.0	0.0545951090433
8	0.170782512766	0.0552420850883	23_2-1-3.txt	0.0690526063604	0.0	0.0	0.0	0.0	0.999868048137	0>1.0	0.181475219436
9	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.996148082424	1>0.0	0.0
10	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999392234979	0>1.0	0.0
11	0.0410997468263	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.994397174516	1>0.0	0.0405553552827
12	0.130509224416	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998928812891	0>1.0	0.128780549092
13	0.0427960492511	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999789297835	1>0.0	0.160485184692
14	0.070675349274	0.0160872363022	23_2-1-3.txt	0.0160872363022	0.0	0.0	0.0	0.0	0.999760610571	0>1.0	0.0694243592829
15	0.152177182051	0.0169127522873	23_2-1-3.txt	0.0169127522873	0.0	0.0	0.0	0.0	0.999682484873	1>0.0	0.149483567748
16	0.208467375425	0.0440605121585	23_2-1-3.txt	0.0440605121585	0.0	0.0	0.0	0.0	0.999715077763	0>1.0	0.205551604198
17	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999362963085	1>0.0	0.0
18	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999230297134	0>1.0	0.0
19	0.0980580675691	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99984060364	1>0.0	0.0980580675691
20	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997921994342	0>1.0	0.0
21	0.164832676738	0.128564869307	23_2-1-3.txt	0.128564869307	0.0	0.0	0.0	0.0	0.999303888051	1>0.0	0.164832676738
22	0.112909688044	0.050251890763	23_2-1-3.txt	0.050251890763	0.0	0.0	0.0	0.0	0.999863484037	0>1.0	0.112909688044
23	0.0392988745946	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999352398396	1>0.0	0.0392988745946
24	0.0822612745661	0.0301785820142	23_2-1-3.txt	0.0301785820142	0.0	0.0	0.0	0.0	0.996142010872	0>1.0	0.0822612745661
25	0.19867985356	0.0710669054519	23_2-1-3.txt	0.0710669054519	0.0	0.0	0.0	0.0	0.999045795353	1>0.0	0.245255735794
26	0.180578779629	0.128564869307	23_2-1-3.txt	0.123091490979	0.0	0.0	0.0	0.0	0.998237587371	0>1.0	0.205737799949
27	0.0980769303311	0.06596992457	23_2-1-3.txt	0.06316139408	0.0	0.0	0.0	0.0	0.999391067204	1>0.0	0.108625089319
28	0.0	0.0	23_2-1-3.txt	0.023662426214	0.0	0.0	0.0	0.0	0.99981764108	0>1.0	0.0384047686321
29	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99972371936	1>0.0	0.0
30	0.0	0.0	23_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998046127927	0>1.0	0.0
0	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998426774295	0>1.0	0.0
1	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999077981458	1>0.0	0.0
2	0.150755672289	0.0867109969524	5_2-0-2.txt	0.0578073313016	0.0	0.0	0.0	0.0	0.998393625092	0>1.0	0.12757759077
3	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.990473947923	1>0.0	0.0
4	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.985272959791	0>1.0	0.0
5	0.0565694660856	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999689756252	1>0.0	0.0914247569605
6	0.121566134771	0.0222497079745	5_2-0-2.txt	0.0222497079745	0.0	0.0	0.0	0.0	0.998342149034	0>1.0	0.120531510554
7	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998257149035	1>0.0	0.0206196524711
8	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997496274355	0>1.0	0.0
9	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998646309853	1>0.0	0.0
10	0.125436301501	0.0478364873235	5_2-0-2.txt	0.0478364873235	0.0	0.0	0.0	0.0	0.998253570814	0>1.0	0.125436301501
11	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998330646323	1>0.0	0.0
12	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999503326897	0>1.0	0.0
13	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997957477501	1>0.0	0.032686022523
14	0.124333974432	0.0357142857143	5_2-0-2.txt	0.0357142857143	0.0	0.0	0.0	0.0	0.999016882368	0>1.0	0.12222646627
15	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997335815835	1>0.0	0.0
16	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997940422399	0>1.0	0.0
17	0.0	0.0	5_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997757295925	1>0.0	0.0
0	0.115494034328	0.0340675462547	17_2-0-2.txt	0.0340675462547	0.0	0.0	0.0	0.0	0.999800186198	0>1.0	0.13174441607
1	0.0183093688293	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999555455962	1>0.0	0.0177527224778
2	0.0402421818293	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999270591743	0>1.0	0.0396370017645
3	0.0684867251349	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999714286212	1>0.0	0.0944395072599
4	0.0508182684986	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999400205008	0>1.0	0.0502307543201
5	0.044749336631	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999624101323	1>0.0	0.0656532164299
6	0.124394082714	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998836034667	0>1.0	0.123091490979
7	0.289682729751	0.256494588021	17_2-0-2.txt	0.256494588021	0.0	0.0	0.0	0.0	0.998566764124	1>0.0	0.289682729751
8	0.0	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.995820284574	0>1.0	0.0
9	0.107211253484	0.0710669054519	17_2-0-2.txt	0.0710669054519	0.0	0.0	0.0	0.0	0.994549554087	1>0.0	0.158113883008
10	0.0893427112365	0.010101010101	17_2-0-2.txt	0.010101010101	0.0	0.0	0.0	0.0	0.999910384194	0>1.0	0.105409255339
11	0.0290129426593	0.0160934849862	17_2-0-2.txt	0.0160934849862	0.0	0.0	0.0	0.0	0.999622175743	1>0.0	0.0435194139889
12	0.0	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999676715364	0>1.0	0.0409463317824
13	0.0734341869308	0.0168191982984	17_2-0-2.txt	0.0168191982984	0.0	0.0	0.0	0.0	0.999662535675	1>0.0	0.0734341869308
14	0.0362738125055	0.022388683142	17_2-0-2.txt	0.022388683142	0.0	0.0	0.0	0.0	0.99722304665	0>1.0	0.108821437517
15	0.0	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997161932119	1>0.0	0.0121267812518
16	0.11352088355	0.0109870210072	17_2-0-2.txt	0.0109870210072	0.0	0.0	0.0	0.0	0.999662148349	0>1.0	0.172580605877
17	0.0	0.0	17_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.9995117623	1>0.0	0.0295462557848
0	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998612259872	1>0.0	0.196116135138
1	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999195085497	0>1.0	0.0
2	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999076304489	1>0.0	0.0
3	0.147868991789	0.0	40_1-0-3.txt	0.0234146452895	0.0	0.0	0.0	0.0	0.999849394435	0>1.0	0.187867287326
4	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0		1>0.0	0.0
5	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0		0>1.0	0.0
6	0.0890870806375	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997452094656	1>0.0	0.0890870806375
7	0.060858061945	0.0	40_1-0-3.txt	0.0707106781187	0.0	0.0	0.0	0.0	0.998589593073	0>1.0	0.12171612389
8	0.076980035892	0.0422577127364	40_1-0-3.txt	0.0422577127364	0.0	0.0	0.0	0.0	0.999617904698	1>0.0	0.076980035892
9	0.073029674334	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999611843393	0>1.0	0.073029674334
10	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999579058004	1>0.0	0.0
11	0.0209426954146	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.99927298514	0>1.0	0.0209426954146
12	0.15294382258	0.0449466574975	40_1-0-3.txt	0.0449466574975	0.0	0.0	0.0	0.0	0.999048761562	1>0.0	0.15294382258
13	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997570535064	0>1.0	0.0
14	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.99658751042	1>0.0	0.0
15	0.11103498153	0.0416666666667	40_1-0-3.txt	0.0416666666667	0.0	0.0	0.0	0.0	0.999254189443	0>1.0	0.11103498153
16	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.996646475104	1>0.0	0.0
17	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.993973757648	0>1.0	0.0
18	0.0330049180992	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999504106469	1>0.0	0.0660098361984
19	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.994565050872	0>1.0	0.0
20	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.990906691612	1>0.0	0.0
21	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.99890731049	0>1.0	0.0
22	0.462910049886	0.36514837167	40_1-0-3.txt	0.36514837167	0.0	0.0	0.0	0.0	0.999412014959	1>0.0	0.462910049886
23	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998970068025	0>1.0	0.0
24	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998871285716	1>0.0	0.0329690236698
25	0.0196116135138	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.996888966941	0>1.0	0.0196116135138
26	0.0253184841771	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998925276405	1>0.0	0.0253184841771
27	0.132067635949	0.0476731294623	40_1-0-3.txt	0.0465242105199	0.0	0.0	0.0	0.0	0.99799032142	0>1.0	0.12632278816
28	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997203275733	1>0.0	0.0
29	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997285936973	0>1.0	0.0
30	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997799637557	1>0.0	0.0
31	0.0185567404756	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.997707185411	0>1.0	0.018148850216
32	0.0449466574975	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999582096498	1>0.0	0.0879173964528
33	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999442745004	0>1.0	0.0
34	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999205585232	1>0.0	0.0
35	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998817862354	0>1.0	0.0559016994375
36	0.0693375245282	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999753201506	1>0.0	0.0693375245282
37	0.0287598654272	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999678552977	0>1.0	0.0287598654272
38	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.996605595456	1>0.0	0.0
39	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999053996274	0>1.0	0.0514344499874
40	0.0	0.0	40_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998345694381	1>0.0	0.0
0	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999273182132	0>1.0	0.204124145232
1	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999590926557	1>0.0	0.117851130198
2	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998154373149	0>1.0	0.0
3	0.0513740808938	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999470365372	1>0.0	0.0509133174977
4	0.0272727272727	0.0	8_1-1-3.txt	0.010653379535	0.0	0.0	0.0	0.0	0.999657602934	0>1.0	0.0608902875559
5	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998985868609	1>0.0	0.0
6	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.993846203687	0>1.0	0.0
7	0.381385035698	0.229415733871	8_1-1-3.txt	0.229415733871	0.0	0.0	0.0	0.0	0.999129044761	1>0.0	0.381385035698
8	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998720257921	0>1.0	0.0
9	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998967414285	1>0.0	0.0
10	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.991782798965	0>1.0	0.0
11	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99572364909	1>0.0	0.0
12	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999350844523	0>1.0	0.0
13	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999685781329	1>0.0	0.026938622922
14	0.0	0.0	8_1-1-3.txt	0.0167600380788	0.0	0.0	0.0	0.0	0.999619053067	0>1.0	0.0832530739163
15	0.177929248223	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999692848716	1>0.0	0.177929248223
16	0.0400320384513	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999272220828	0>1.0	0.0400320384513
17	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999432068608	1>0.0	0.0
18	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999307574655	0>1.0	0.0
19	0.0257172249937	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998755371035	1>0.0	0.0257172249937
20	0.065795169496	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999525644058	0>1.0	0.0795758767599
21	0.0615457454897	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999826351171	1>0.0	0.0595491334175
22	0.235702260396	0.156385810543	8_1-1-3.txt	0.156385810543	0.0	0.0	0.0	0.0	0.999726189176	0>1.0	0.271746488195
23	0.0721687836487	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999203210417	1>0.0	0.0693375245282
24	0.114707866935	0.0701862406344	8_1-1-3.txt	0.0701862406344	0.0	0.0	0.0	0.0	0.999384143513	0>1.0	0.114707866935
25	0.153896752813	0.0701862406344	8_1-1-3.txt	0.0701862406344	0.0	0.0	0.0	0.0	0.999330841865	1>0.0	0.153896752813
26	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997606857771	0>1.0	0.0
27	0.103695169473	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998995346677	1>0.0	0.101534616513
28	0.0480015360737	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999472453135	0>1.0	0.0783356573256
29	0.149786172379	0.125510928085	8_1-1-3.txt	0.115841341143	0.0	0.0	0.0	0.0	0.999589031107	1>0.0	0.168408267427
30	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99895223466	0>1.0	0.0
31	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999449094457	1>0.0	0.0
32	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999470689563	0>1.0	0.0
33	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998329939521	1>0.0	0.0
34	0.0744437500478	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999319926719	0>1.0	0.0738101746958
35	0.0514344499874	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999147041789	1>0.0	0.0514344499874
36	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999505361195	0>1.0	0.0
37	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999493975466	1>0.0	0.0302198942608
38	0.0641060764756	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99962701374	0>1.0	0.0641060764756
39	0.0430331482912	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999594218189	1>0.0	0.0430331482912
40	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999226601677	0>1.0	0.0
41	0.0	0.0	8_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999406204053	1>0.0	0.0
0	0.218217890236	0.136082763488	4_2-1-3.txt	0.136082763488	0.0	0.0	0.0	0.0	0.995362138779	0>1.0	0.218217890236
1	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998940825983	1>0.0	0.0
2	0.0893998174815	0.0204209250153	4_2-1-3.txt	0.0204209250153	0.0	0.0	0.0	0.0	0.999912586486	0>1.0	0.0887496283617
3	0.150061262	0.0275229357798	4_2-1-3.txt	0.0275229357798	0.0	0.0	0.0	0.0	0.999903394052	1>0.0	0.154991081865
4	0.0462250163521	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999593434757	0>1.0	0.0459073148805
5	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999817307476	1>0.0	0.0
6	0.120490673178	0.0785135883885	4_2-1-3.txt	0.0785135883885	0.0	0.0	0.0	0.0	0.999789812374	0>1.0	0.120490673178
7	0.0520579206295	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997631445012	1>0.0	0.0520579206295
8	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998541135277	0>1.0	0.0
9	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999075693129	1>0.0	0.0
10	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999483871541	0>1.0	0.0
11	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999807313804	1>0.0	0.0326164036527
12	0.0	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998542572655	0>1.0	0.0
13	0.0408248290464	0.0	4_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999701173527	1>0.0	0.0389249472081
